metier,competences
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Assembler les éléments de l'équipement. Connecter une boîte de raccordements. Identifier les matériels à intégrer. Installer l'équipement sur le site et le connecter aux réseaux extérieurs. Intervenir sur des réseaux
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,"Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. Base de données D3, VMWARE, VPN, OPN SENSE. Outils de développement : WINDEV"
Technicien de maintenance informatique,capacité à communiquer environnement multicuturel. connaissance Hardware et software Account. connaissance Office 365. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. expérience dans l'environnement IT. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. excel
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Micro-informatique. Réaliser une configuration standard sur un poste de travail. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,"Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Installer ou configurer un équipement dans l'environnement client. Installer, entretenir et dépanner des équipements informatiques. Intervenir sur sites/clients dans le cadre d'une organisation. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. Réaliser un câblage réseau de matériels informatiques ou bureautiques. Réaliser une intervention nécessitant une habilitation. Connectique. Système d'exploitation informatique Android. compétences électroniques"
Technicien de maintenance informatique,"Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Installer ou configurer un équipement dans l'environnement client. Installer, entretenir et dépanner des équipements informatiques. Intervenir sur sites/clients dans le cadre d'une organisation. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. Réaliser un câblage réseau de matériels informatiques ou bureautiques. Réaliser une intervention nécessitant une habilitation. Connectique. Système d'exploitation informatique Android. compétences électroniques"
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,"Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Installer ou configurer un équipement dans l'environnement client. Installer, entretenir et dépanner des équipements informatiques. Intervenir sur sites/clients dans le cadre d'une organisation. Réaliser une configuration standard sur un poste de travail. Système d'exploitation Windows. Assister techniquement des collaborateurs. Déployer des modes de fonctionnement dégradés (solution d'attente) d'un équipement informatique ou bureautique. Logiciels de gestion de parc informatique. Règles de sécurité Informatique et Télécoms. Système d'exploitation informatique VMWare (virtualisation d'architecture). Système d'exploitation Linux"
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Changer ou réparer un élément ou un ensemble défectueux
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Adaptabilité. Autonomie. Rigueur. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. Réactivité. Travail en équipe
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Changer ou réparer un élément ou un ensemble défectueux. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,"Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Identifier les phases d'intervention à partir des informations du diagnostic help desk, de la hot line, des dossiers constructeur. Installer ou configurer un serveur réseau. Installer ou configurer un équipement dans l'environnement client. Intervenir à distance dans le cadre d'une organisation. Logiciels de gestion de parc informatique. Règles de sécurité Informatique et Télécoms"
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Anglais technique. Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Maitrise - Serveur 2022 - WSUS et SCCM. Maitrise Microsoft Windows 11. Restauration des Donnée
Technicien de maintenance informatique,"Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Identifier les phases d'intervention à partir des informations du diagnostic help desk, de la hot line, des dossiers constructeur. Informatique. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné"
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Communication avec les périphériques. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Poste de travail : Windows 10. Changer ou réparer un élément ou un ensemble défectueux
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,"Assembler les éléments de l'équipement. Assister un utilisateur à distance. Configurer ou paramétrer l'équipement de télécommunication, de courants faibles et effectuer les essais fonctionnels. Connecter une boîte de raccordements. Conseiller une clientèle ou un public. Identifier les matériels à intégrer. Informatique. Installation de téléphonie numérique. Installation de téléphonie sans fils. Installer l'équipement sur le site et le connecter aux réseaux extérieurs. Organisation d'une baie de brassage. Protocoles et normes télécoms. Protocoles IP. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné. Réseaux ADSL. Réseaux de fibre optique Fiber To The Home (FTTH). Réseaux Digital Subscriber Line (DSL). Réseaux Digital System for Mobile Communications (DECT). Réseaux informatiques et télécoms. Réseaux Local Area Network (LAN). Réseaux Private Automatic Branch eXchange (PABX). Vérifier la conformité de l'installation sur site, help desk, hot line. Équipements de télécommunication"
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Changer ou réparer un élément ou un ensemble défectueux. Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
Technicien de maintenance informatique,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
